-0.46259,-1.8957,1.4356,-1.3649,-1.2384,1.1156
-0.46363,-1.8947,1.4343,-1.3617,-1.2366,1.114
-0.46464,-1.8938,1.4329,-1.3586,-1.2348,1.1124
-0.46563,-1.8928,1.4317,-1.3556,-1.233,1.1109
-0.46658,-1.8919,1.4304,-1.3527,-1.2313,1.1094
-0.4675,-1.8911,1.4292,-1.3498,-1.2297,1.1079
-0.4684,-1.8902,1.428,-1.347,-1.2281,1.1065
-0.46927,-1.8893,1.4268,-1.3443,-1.2266,1.1051
-0.47011,-1.8885,1.4257,-1.3416,-1.2251,1.1038
-0.47093,-1.8877,1.4246,-1.339,-1.2236,1.1025
-0.47172,-1.8869,1.4235,-1.3365,-1.2222,1.1013
-0.47249,-1.8862,1.4225,-1.334,-1.2208,1.1
-0.47324,-1.8854,1.4214,-1.3316,-1.2195,1.0989
-0.47396,-1.8847,1.4204,-1.3293,-1.2182,1.0977
-0.47466,-1.884,1.4194,-1.327,-1.217,1.0966
-0.47534,-1.8832,1.4185,-1.3247,-1.2158,1.0955
-0.476,-1.8826,1.4175,-1.3225,-1.2146,1.0944
-0.47664,-1.8819,1.4166,-1.3204,-1.2135,1.0934
-0.47725,-1.8812,1.4157,-1.3183,-1.2123,1.0924
-0.47785,-1.8806,1.4148,-1.3163,-1.2113,1.0914
-0.47843,-1.8799,1.4139,-1.3142,-1.2102,1.0905
-0.479,-1.8793,1.413,-1.3123,-1.2092,1.0895
-0.47954,-1.8787,1.4122,-1.3104,-1.2083,1.0886
-0.48008,-1.8781,1.4114,-1.3085,-1.2073,1.0878
-0.48059,-1.8775,1.4106,-1.3066,-1.2064,1.0869
-0.48109,-1.8769,1.4098,-1.3048,-1.2055,1.0861
-0.48158,-1.8763,1.409,-1.303,-1.2046,1.0852
-0.48205,-1.8757,1.4082,-1.3012,-1.2038,1.0844
-0.48251,-1.8751,1.4074,-1.2995,-1.2029,1.0837
-0.48296,-1.8746,1.4066,-1.2978,-1.2021,1.0829
-0.4834,-1.874,1.4059,-1.2961,-1.2014,1.0822
-0.48382,-1.8734,1.4051,-1.2945,-1.2006,1.0814
-0.48424,-1.8729,1.4044,-1.2928,-1.1998,1.0807
-0.48465,-1.8724,1.4037,-1.2912,-1.1991,1.08
